num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
4,Internet,RoundTrip,91,30,7,7.0,AKLKUL,New Zealand,0,1,1,8.83,0
1,Internet,RoundTrip,115,5,10,,ICNSBW,Malaysia,1,1,1,6.62,0
4,Internet,RoundTrip,252,19,4,7.0,AKLKUL,Malaysia,0,0,0,8.83,1
1,Internet,RoundTrip,11,91,11,7.0,MELPEN,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,48,5,10,3.0,HKGMEL,Hong Kong,0,0,0,8.83,0
1,Internet,RoundTrip,24,5,1,,MELPEN,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,93,91,12,4.0,PENPER,Australia,1,1,1,5.62,0
2,Internet,RoundTrip,42,6,14,3.0,DMKKIX,Thailand,1,1,0,7.0,0
1,Internet,RoundTrip,24,72,3,7.0,HYDMEL,India,1,0,0,8.83,0
1,Internet,RoundTrip,72,4,12,,HKTSYD,Australia,0,1,1,8.58,0
1,Internet,RoundTrip,42,3,4,7.0,RGNTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,68,26,14,,AKLKUL,Malaysia,1,0,1,8.83,1
1,Mobile,RoundTrip,74,5,12,6.0,ICNPER,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,68,5,1,5.0,HNDPER,Australia,1,0,0,7.57,0
1,Mobile,RoundTrip,72,4,15,,DPSKIX,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,100,4,11,4.0,DMKOOL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,64,63,13,6.0,MAAPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,52,60,12,7.0,HGHOOL,China,1,1,0,8.83,0
1,Internet,RoundTrip,168,28,6,6.0,AKLKUL,New Zealand,0,0,0,8.83,0
2,Internet,RoundTrip,91,6,8,3.0,OOLPEN,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,9,29,9,6.0,AKLTPE,New Zealand,1,0,0,4.67,0
1,Internet,RoundTrip,15,21,10,,CNXMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,26,5,7,,DPSICN,South Korea,1,0,1,6.62,0
3,Mobile,RoundTrip,291,4,9,7.0,CTSDMK,Thailand,1,1,1,8.67,0
2,Internet,RoundTrip,191,4,14,3.0,ICNSYD,South Korea,0,1,1,8.58,0
2,Internet,RoundTrip,93,30,12,3.0,HYDSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,116,19,7,3.0,MELTPE,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,17,74,7,3.0,SGNSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,58,4,12,,PENTPE,Malaysia,0,0,0,4.67,1
1,Mobile,RoundTrip,156,23,2,4.0,CMBSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,34,26,10,5.0,COKOOL,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,332,19,3,5.0,CCUSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,32,5,10,5.0,PERUTP,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,257,5,23,7.0,CGKMEL,Australia,0,0,1,8.83,1
1,Internet,RoundTrip,33,21,13,3.0,OOLPEN,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,68,4,15,,HKTKIX,Thailand,0,0,0,7.0,0
2,Internet,RoundTrip,39,6,6,5.0,CGKICN,Indonesia,1,0,0,6.62,0
2,Internet,RoundTrip,70,27,6,6.0,KIXKNO,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,30,20,9,,KTMMFM,Macau,1,0,0,4.75,0
2,Internet,RoundTrip,29,3,6,3.0,SINWUH,Hong Kong,1,0,1,5.13,0
1,Internet,RoundTrip,77,5,8,3.0,ICNPER,South Korea,1,0,1,6.62,0
2,Internet,RoundTrip,19,78,16,5.0,HNDPEN,Japan,1,0,0,7.57,1
3,Mobile,RoundTrip,48,43,9,5.0,COKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,3,3,11,3.0,MELSGN,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,73,29,14,7.0,CMBMEL,Sri Lanka,1,0,0,8.83,0
2,Internet,RoundTrip,303,6,17,,DELSIN,India,1,0,0,5.52,0
1,Internet,RoundTrip,8,6,0,5.0,OOLPEN,Malaysia,1,0,1,8.83,0
2,Internet,RoundTrip,5,6,11,4.0,MELREP,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,13,4,9,4.0,KIXSGN,Japan,0,0,1,7.0,0
2,Internet,RoundTrip,178,5,12,3.0,ICNSYD,South Korea,1,0,0,8.58,0
2,Internet,RoundTrip,188,19,9,,CMBMEL,Austria,1,0,1,8.83,0
1,Internet,RoundTrip,2,6,9,5.0,KBVSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,148,4,5,,PERSBW,Malaysia,1,0,0,5.62,0
1,Internet,RoundTrip,77,6,8,,MRUPER,Australia,0,0,0,7.42,0
1,Internet,RoundTrip,1,6,15,,CGKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,10,5,14,4.0,HKTSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,10,6,3,4.0,MELTPE,Taiwan,1,1,1,8.83,0
1,Internet,RoundTrip,68,5,15,5.0,REPTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,23,30,3,6.0,PENSYD,Malaysia,0,0,0,8.58,0
3,Internet,RoundTrip,363,49,6,7.0,AKLKUL,New Zealand,1,0,1,8.83,1
1,Internet,RoundTrip,5,31,9,5.0,DMKOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,48,3,0,5.0,KTMSIN,Singapore,0,1,0,4.75,0
2,Internet,RoundTrip,49,6,10,7.0,KIXSGN,Japan,1,0,0,7.0,0
2,Internet,RoundTrip,8,5,2,4.0,ICNSYD,South Korea,0,0,0,8.58,0
2,Internet,RoundTrip,168,55,8,7.0,OOLSGN,Australia,1,1,0,8.83,0
1,Internet,RoundTrip,15,3,11,3.0,OOLREP,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,140,30,3,7.0,COKMEL,Australia,1,1,1,8.83,1
2,Internet,RoundTrip,13,17,16,4.0,COKSYD,Australia,1,0,1,8.58,0
1,Mobile,RoundTrip,58,23,9,,MELREP,Australia,1,1,1,8.83,0
4,Internet,RoundTrip,109,5,9,4.0,DPSKIX,Japan,1,1,0,7.0,0
1,Internet,RoundTrip,347,5,9,6.0,DPSTPE,Taiwan,0,0,0,4.67,0
1,Mobile,RoundTrip,5,23,17,3.0,BKIMEL,Malaysia,1,1,1,8.83,1
1,Internet,RoundTrip,42,6,22,,HKTICN,Switzerland,0,0,0,6.62,0
1,Internet,RoundTrip,100,32,13,,PERVTZ,Australia,1,0,1,5.62,0
1,Mobile,RoundTrip,72,4,9,3.0,HKTICN,South Korea,1,1,1,6.62,0
4,Internet,RoundTrip,98,5,5,6.0,CNXKIX,Thailand,1,0,0,7.0,0
1,Internet,RoundTrip,49,89,16,,HKGMEL,Hong Kong,1,1,0,8.83,1
2,Internet,RoundTrip,276,45,6,,AKLKUL,New Zealand,1,0,1,8.83,0
1,Internet,RoundTrip,8,19,9,4.0,AKLKUL,New Zealand,0,0,1,8.83,1
1,Internet,RoundTrip,21,6,4,4.0,HKTMEL,Australia,0,0,0,8.83,0
1,Internet,RoundTrip,73,17,15,4.0,PERTPE,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,24,29,5,5.0,KTMPEN,Malaysia,1,0,0,4.75,0
1,Internet,RoundTrip,38,21,3,,HKTOOL,Australia,1,1,0,8.83,0
2,Internet,RoundTrip,177,28,3,3.0,CANPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,226,6,18,7.0,PENTPE,Malaysia,1,1,0,4.67,1
1,Internet,RoundTrip,32,31,4,6.0,SYDTRZ,Australia,1,1,1,8.58,0
4,Internet,RoundTrip,36,3,16,,BKIICN,South Korea,1,1,1,6.62,1
1,Internet,RoundTrip,37,26,0,,CGKMEL,Indonesia,1,0,1,8.83,0
1,Internet,RoundTrip,5,6,5,,KCHPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,20,6,13,6.0,DACSYD,Saudi Arabia,1,1,1,8.58,0
1,Mobile,RoundTrip,6,6,12,,KCHTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,12,26,2,3.0,OOLPEN,Malaysia,0,0,0,8.83,0
1,Internet,RoundTrip,231,28,8,,SGNSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,84,6,12,,CGKDEL,Indonesia,0,0,0,5.52,0
3,Internet,RoundTrip,45,5,5,,DPSICN,South Korea,1,0,0,6.62,0
3,Internet,RoundTrip,46,6,12,5.0,DPSKIX,Japan,1,0,0,7.0,1
1,Internet,RoundTrip,64,182,16,,AKLKUL,Thailand,1,0,0,8.83,0
1,Internet,RoundTrip,10,41,10,3.0,JHBKTM,Malaysia,1,0,0,4.75,1
3,Internet,RoundTrip,91,4,4,4.0,ICNSIN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,21,6,10,6.0,HNDLGK,Japan,0,0,0,7.57,0
2,Internet,RoundTrip,86,21,10,4.0,MAAMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,271,25,5,7.0,KNOTPE,Indonesia,1,0,1,4.67,0
2,Internet,OneWay,24,0,0,,CGKICN,Indonesia,1,0,1,6.62,0
1,Internet,RoundTrip,131,36,7,7.0,PERTPE,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,78,5,2,7.0,HKTPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,6,2,2,4.0,OOLTPE,Taiwan,1,0,1,8.83,0
1,Internet,RoundTrip,68,6,12,6.0,DMKPER,Australia,0,1,1,5.62,0
2,Internet,RoundTrip,6,5,13,4.0,JHBKIX,Malaysia,1,1,0,7.0,1
1,Internet,RoundTrip,19,39,3,6.0,SGNSYD,Vietnam,1,0,0,8.58,0
1,Internet,RoundTrip,0,3,2,,PENTPE,Malaysia,0,0,0,4.67,1
1,Mobile,RoundTrip,29,6,9,,PEKTWU,China,0,0,1,6.42,0
1,Internet,RoundTrip,40,77,4,3.0,AKLKUL,New Zealand,0,0,0,8.83,0
1,Internet,OneWay,22,2,7,3.0,MELMYY,Malaysia,1,1,1,8.83,0
2,Internet,RoundTrip,92,5,6,6.0,DELURT,India,1,0,1,5.52,0
1,Mobile,RoundTrip,7,17,6,3.0,CTUMEL,China,0,0,0,8.83,0
1,Internet,RoundTrip,132,5,10,5.0,CGKHND,Indonesia,1,0,0,7.57,0
2,Internet,RoundTrip,21,28,11,3.0,IKAOOL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,98,24,12,7.0,ICNSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,10,6,6,,PENSYD,Malaysia,1,0,1,8.58,0
1,Mobile,RoundTrip,119,3,11,5.0,KIXPEN,Japan,0,1,0,7.0,0
1,Internet,RoundTrip,3,102,1,,MAATPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,52,40,2,6.0,KTMSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,23,49,1,,ICNOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,155,33,0,7.0,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,44,31,9,3.0,PERTPE,Australia,1,0,1,5.62,0
4,Internet,RoundTrip,149,5,13,7.0,MELTPE,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,8,51,19,6.0,PENTPE,Taiwan,1,0,0,4.67,1
1,Internet,RoundTrip,3,43,12,6.0,IKAOOL,Australia,1,0,1,8.83,0
3,Internet,RoundTrip,245,6,1,,HNDPEN,Malaysia,1,1,1,7.57,1
1,Internet,RoundTrip,25,6,16,6.0,CANPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,141,29,7,,IKAMEL,Australia,1,0,0,8.83,0
3,Internet,RoundTrip,47,34,8,4.0,HYDSYD,Australia,1,1,1,8.58,1
3,Internet,RoundTrip,230,18,7,5.0,MELURT,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,32,6,2,,MYYXIY,Brunei,1,0,1,5.0,0
1,Internet,RoundTrip,104,52,3,,MELSGN,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,13,5,0,4.0,PENTPE,Taiwan,0,0,0,4.67,1
1,Internet,RoundTrip,44,29,4,6.0,KBVMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,47,3,2,6.0,CGKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,48,19,9,,PENSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,230,27,14,3.0,MELMYY,Malaysia,1,0,0,8.83,0
1,Internet,RoundTrip,20,25,6,4.0,IKAMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,6,4,22,4.0,SDKTPE,Taiwan,0,0,1,4.67,1
1,Internet,RoundTrip,84,26,5,6.0,HYDPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,27,19,9,6.0,ICNPER,South Korea,0,0,1,6.62,0
1,Mobile,RoundTrip,21,4,9,,LGKPVG,China,0,0,0,5.33,0
2,Mobile,RoundTrip,52,17,12,,DELPER,Australia,0,0,0,5.62,0
2,Internet,RoundTrip,30,23,14,4.0,PEKPEN,Malaysia,1,1,1,6.42,1
2,Internet,RoundTrip,149,32,12,4.0,OOLVTE,Laos,1,0,1,8.83,0
2,Internet,RoundTrip,22,82,11,,SGNSYD,Vietnam,1,0,0,8.58,0
1,Mobile,RoundTrip,30,44,9,6.0,AKLKUL,Malaysia,1,1,0,8.83,1
1,Internet,RoundTrip,66,28,13,3.0,DMKSYD,Australia,1,0,0,8.58,0
1,Mobile,RoundTrip,82,6,15,4.0,DMKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,42,3,6,4.0,HKGPER,Australia,0,0,0,5.62,0
1,Mobile,RoundTrip,43,28,10,5.0,ICNOOL,South Korea,1,0,0,8.83,0
1,Internet,RoundTrip,184,5,10,,DMKKIX,Japan,0,0,0,7.0,0
2,Mobile,RoundTrip,13,3,10,3.0,DMKICN,Thailand,1,0,1,6.62,0
1,Internet,RoundTrip,71,17,10,3.0,HKGMEL,Australia,1,1,1,8.83,0
1,Mobile,RoundTrip,54,5,6,6.0,DMKHND,Japan,0,0,0,7.57,0
2,Mobile,RoundTrip,47,18,2,3.0,HKTSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,80,3,9,,MELPEN,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,120,42,8,5.0,OOLSGN,Norway,1,0,1,8.83,1
1,Internet,RoundTrip,4,27,11,,PERSGN,Australia,0,0,1,5.62,0
4,Internet,RoundTrip,153,4,11,,HKTPUS,South Korea,1,1,0,6.33,0
2,Internet,RoundTrip,74,32,10,4.0,COKPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,61,30,7,,ICNTRZ,South Korea,1,0,1,6.62,0
2,Internet,RoundTrip,14,5,15,5.0,DMKHND,Japan,0,0,1,7.57,0
2,Internet,RoundTrip,110,32,9,,ICNSIN,Singapore,1,1,0,6.62,1
2,Internet,RoundTrip,48,6,14,,DMKKIX,Thailand,1,1,1,7.0,1
3,Internet,RoundTrip,28,2,7,4.0,DMKICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,39,19,8,5.0,CGKSYD,Indonesia,0,0,1,8.58,0
1,Internet,RoundTrip,168,20,16,6.0,CMBMEL,Australia,0,0,0,8.83,0
3,Internet,RoundTrip,70,4,17,3.0,ICNKBV,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,45,28,4,7.0,COKICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,12,17,7,3.0,CMBSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,32,4,6,,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,3,52,4,,DACSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,8,6,15,,AORKIX,Italy,1,0,0,7.0,0
1,Internet,RoundTrip,113,20,8,6.0,SGNSYD,Australia,1,1,1,8.58,0
6,Internet,RoundTrip,18,5,1,5.0,BKICTS,Malaysia,1,0,1,8.67,0
1,Mobile,OneWay,6,1,7,,AKLKUL,Malaysia,1,0,1,8.83,0
1,Internet,RoundTrip,52,3,7,,PENTPE,Malaysia,1,0,1,4.67,0
1,Internet,RoundTrip,136,4,10,6.0,MAASYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,24,3,9,,ICNJHB,South Korea,1,1,0,6.62,1
2,Internet,RoundTrip,228,57,8,3.0,DELSYD,India,1,1,1,8.58,0
1,Internet,RoundTrip,87,25,3,,BKISYD,Malaysia,0,0,0,8.58,0
1,Internet,RoundTrip,56,4,13,3.0,COKSYD,United Kingdom,1,1,1,8.58,1
1,Internet,RoundTrip,38,31,10,5.0,KTMSGN,Vietnam,0,0,0,4.75,0
2,Internet,RoundTrip,131,5,12,5.0,DPSICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,196,31,6,,MAATPE,Taiwan,0,0,0,4.67,0
1,Mobile,RoundTrip,166,3,20,5.0,CGKDEL,India,0,0,0,5.52,0
1,Internet,RoundTrip,16,22,13,4.0,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,7,21,3,5.0,KBRMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,92,4,12,6.0,ICNKNO,Indonesia,0,0,0,6.62,0
1,Internet,RoundTrip,67,23,9,5.0,DMKSYD,Australia,1,0,1,8.58,0
1,Mobile,RoundTrip,134,18,10,,HKGSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,76,6,16,3.0,KCHPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,81,5,11,,DPSKIX,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,8,1,5,3.0,ICNMAA,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,38,19,7,,DELSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,4,1,6,6.0,CGKKIX,Indonesia,0,0,0,7.0,0
2,Internet,RoundTrip,15,4,12,7.0,MYYOOL,Brunei,1,1,0,8.83,0
1,Internet,RoundTrip,40,20,5,,MAAMEL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,58,31,9,3.0,DPSKIX,Indonesia,1,0,0,7.0,0
1,Internet,RoundTrip,20,17,12,3.0,DMKMEL,Thailand,0,0,0,8.83,0
2,Mobile,RoundTrip,21,2,3,,AKLKUL,Malaysia,1,0,0,8.83,1
2,Internet,RoundTrip,34,18,10,,DMKPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,13,60,6,,JHBKTM,Malaysia,1,0,0,4.75,0
1,Mobile,RoundTrip,119,6,10,3.0,BDOIKA,Indonesia,1,0,0,8.15,0
1,Internet,RoundTrip,50,26,21,,MELSGN,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,174,25,6,,AKLKUL,New Zealand,0,0,0,8.83,0
3,Internet,RoundTrip,32,5,4,,MYYPER,India,1,0,1,5.62,0
2,Internet,RoundTrip,49,5,6,3.0,KBVPER,Australia,0,1,1,5.62,0
2,Internet,RoundTrip,383,33,2,4.0,MELTPE,Taiwan,1,1,1,8.83,0
1,Internet,RoundTrip,3,31,10,,KTMPEN,Malaysia,1,0,0,4.75,1
2,Internet,RoundTrip,40,5,8,3.0,PEKTWU,China,1,0,0,6.42,0
1,Internet,RoundTrip,2,4,13,4.0,TGGTPE,Taiwan,1,0,0,4.67,1
1,Internet,RoundTrip,16,28,17,6.0,OOLTPE,Taiwan,1,1,1,8.83,0
1,Internet,RoundTrip,5,3,6,,MELPEN,Australia,0,1,1,8.83,0
2,Internet,RoundTrip,40,6,21,,HKTSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,54,26,9,7.0,MAAMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,77,32,5,5.0,MELMNL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,33,18,0,6.0,MELPNH,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,29,5,0,,LGKPVG,Australia,1,1,1,5.33,1
1,Internet,RoundTrip,10,6,17,7.0,AKLKUL,Malaysia,1,0,0,8.83,0
3,Internet,RoundTrip,124,5,4,7.0,DPSHND,Japan,1,1,0,7.57,0
3,Internet,RoundTrip,106,72,7,,SYDVTZ,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,14,225,15,5.0,DELMEL,India,1,1,1,8.83,0
2,Internet,RoundTrip,52,6,10,6.0,AKLICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,235,17,1,,BKIKIX,Japan,1,0,1,7.0,1
1,Internet,RoundTrip,333,17,16,6.0,KCHPEK,China,1,1,1,6.42,1
7,Internet,RoundTrip,355,19,16,7.0,CMBMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,40,24,16,4.0,HKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,48,57,6,7.0,MELMRU,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,22,20,2,7.0,HYDMEL,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,2,3,11,7.0,PENTPE,Malaysia,1,0,0,4.67,0
1,Internet,RoundTrip,10,4,6,6.0,PENTPE,Malaysia,1,0,0,4.67,0
2,Internet,RoundTrip,23,6,9,7.0,KBVPER,Australia,1,0,0,5.62,0
2,Internet,RoundTrip,238,33,9,3.0,OOLPVG,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,171,5,14,6.0,ICNSIN,Singapore,1,0,1,6.62,0
2,Internet,RoundTrip,61,5,16,5.0,SINTPE,Singapore,1,1,1,4.67,1
1,Internet,RoundTrip,25,357,11,5.0,BDOKIX,Japan,1,0,0,7.0,0
1,Internet,RoundTrip,31,71,2,,MELSGN,Vietnam,1,0,1,8.83,0
1,Mobile,RoundTrip,186,5,5,3.0,DPSPVG,China,1,1,1,5.33,0
1,Internet,RoundTrip,197,6,6,3.0,MELSIN,Australia,0,0,0,8.83,1
1,Internet,RoundTrip,10,6,7,,BKIICN,South Korea,0,1,0,6.62,1
1,Internet,RoundTrip,68,20,1,5.0,ICNJHB,South Korea,1,1,1,6.62,1
1,Internet,RoundTrip,4,22,8,7.0,MELMRU,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,386,25,3,,AKLKUL,Malaysia,1,1,1,8.83,1
2,Internet,RoundTrip,7,4,15,7.0,DMKPER,Australia,1,0,0,5.62,0
8,Internet,RoundTrip,64,5,7,,DELSIN,India,1,0,1,5.52,0
2,Internet,RoundTrip,72,5,7,,MRUPEN,Malaysia,1,1,1,7.42,0
1,Internet,RoundTrip,37,21,8,7.0,HNDKBR,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,14,21,2,,CTUJHB,Malaysia,1,0,0,4.72,0
2,Internet,RoundTrip,265,4,7,5.0,HKTMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,10,5,14,6.0,BKIPEK,China,1,0,0,6.42,1
1,Internet,RoundTrip,94,5,12,,ICNJHB,Australia,1,1,1,6.62,0
1,Internet,RoundTrip,12,23,8,6.0,PENTPE,Malaysia,1,1,1,4.67,1
1,Internet,RoundTrip,103,71,13,6.0,KBRPEK,China,1,0,0,6.42,0
3,Internet,RoundTrip,115,53,11,6.0,MELTRZ,India,1,0,1,8.83,0
2,Internet,RoundTrip,143,21,10,4.0,KNOSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,127,22,15,6.0,HNDPER,Australia,0,0,0,7.57,0
1,Internet,RoundTrip,8,20,5,4.0,MELXIY,China,0,0,1,8.83,0
1,Internet,RoundTrip,27,24,13,,ICNKCH,Malaysia,1,0,0,6.62,0
1,Internet,RoundTrip,29,6,4,3.0,COKPER,Australia,0,1,0,5.62,0
2,Internet,RoundTrip,9,19,14,5.0,MAASYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,155,29,17,7.0,AKLKUL,Italy,1,0,1,8.83,0
1,Internet,RoundTrip,5,4,0,6.0,KIXSIN,Singapore,0,0,0,7.0,0
2,Internet,RoundTrip,10,61,4,6.0,DACOOL,Australia,1,0,1,8.83,0
1,Mobile,RoundTrip,145,49,13,,PENPER,Australia,1,1,1,5.62,0
1,Internet,RoundTrip,118,24,15,6.0,KCHOOL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,20,27,6,6.0,CGKHGH,Indonesia,0,0,0,5.07,0
1,Internet,RoundTrip,0,61,2,,JHBKTM,Malaysia,0,0,0,4.75,0
1,Internet,RoundTrip,109,29,18,,AKLKUL,New Zealand,1,1,1,8.83,0
2,Internet,RoundTrip,13,6,23,4.0,CEBMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,170,5,16,,MRUPEN,Malaysia,0,0,0,7.42,1
4,Mobile,RoundTrip,156,30,9,,MAAPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,11,3,17,7.0,ICNSIN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,75,6,10,4.0,CGKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,34,88,15,5.0,CANSYD,Australia,1,0,0,8.58,0
2,Mobile,RoundTrip,83,6,7,,AKLKUL,New Zealand,1,1,1,8.83,0
1,Internet,RoundTrip,67,77,5,4.0,PERTPE,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,164,30,1,4.0,LBUPER,Malaysia,1,1,1,5.62,1
2,Internet,RoundTrip,38,6,12,4.0,LGKMEL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,197,6,13,4.0,LGKPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,4,4,4,,DACPER,Australia,1,1,0,5.62,1
1,Internet,RoundTrip,9,28,3,,HYDSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,35,6,4,4.0,HGHPEN,Malaysia,1,0,0,5.07,0
1,Internet,RoundTrip,10,2,9,4.0,ICNPEN,South Korea,0,1,1,6.62,1
1,Internet,RoundTrip,25,28,3,5.0,CTUSIN,China,1,0,0,4.72,0
1,Internet,RoundTrip,220,27,8,3.0,BLRPER,Australia,1,1,0,5.62,0
1,Internet,RoundTrip,36,5,10,7.0,DMKKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,13,4,15,,ICNSIN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,74,3,12,6.0,DPSHND,Japan,0,0,0,7.57,0
1,Internet,RoundTrip,43,6,15,5.0,HGHSIN,Indonesia,1,1,1,5.07,0
1,Internet,RoundTrip,13,47,10,5.0,COKMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,24,18,21,,KIXSYD,New Zealand,1,0,1,8.58,0
1,Internet,RoundTrip,48,17,3,6.0,AKLKUL,Malaysia,1,0,0,8.83,1
1,Internet,RoundTrip,9,60,6,3.0,MELSGN,Australia,1,1,1,8.83,0
2,Internet,RoundTrip,87,28,12,,MELTPE,Australia,1,0,1,8.83,0
2,Internet,RoundTrip,96,6,5,4.0,DELMNL,Philippines,0,0,0,5.52,0
1,Internet,RoundTrip,4,30,9,,ICNJHB,Singapore,0,0,1,6.62,1
1,Internet,RoundTrip,25,6,3,3.0,PENTPE,Malaysia,0,0,0,4.67,0
6,Internet,RoundTrip,89,6,6,3.0,ICNPEN,South Korea,1,0,0,6.62,1
2,Mobile,RoundTrip,270,25,16,6.0,DELSYD,India,1,0,0,8.58,0
1,Internet,RoundTrip,39,20,23,3.0,KLOOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,24,6,20,,KCHTPE,Taiwan,0,0,1,4.67,0
